,DescontoIR__c,DescricaoCarencia__c,DescricaoEmissor__c,DescricaoProduto__c,DiasVencimento__c,FiltroValorMinimo__c,ProdutoId,RiscoAtivo__c,TaxaEmissao__c,TaxaPreEmissao__c,TipoIndexador__c,Indice_Basileia,Indice_Imobilizacao,label
112,15.0,No venc.,BANCO MÁXIMA S.A.,CDB POS 1,721.0,1000.0,a0W3u00000CWOn5EAH,5.0,140.0,0.0,CDI,0.0322,0.2625,2
113,17.5,No venc.,AGORACRED S.A.,LC POS,361.0,10000.0,a0W3u00000CWOw9EAH,5.0,114.0,0.0,CDI,0.0,0.0,2
114,15.0,No venc.,AGORACRED S.A.,LC POS,721.0,10000.0,a0W3u00000CWOwEEAX,5.0,127.0,0.0,CDI,0.0,0.0,2
115,15.0,No venc.,AGORACRED S.A.,LC POS,1081.0,10000.0,a0W3u00000CWOwFEAX,5.0,130.0,0.0,CDI,0.0,0.0,3
116,15.0,No venc.,AGORACRED S.A.,LC POS,1440.0,10000.0,a0W3u00000CWOwJEAX,5.0,131.0,0.0,CDI,0.0,0.0,3
117,15.0,No venc.,AGORACRED S.A.,LC POS,1802.0,10000.0,a0W3u00000CWOwOEAX,5.0,132.0,0.0,CDI,0.0,0.0,3
118,17.5,No venc.,BANCO C6 S.A.,CDB POS,361.0,1000.0,a0W3u00000CWP3eEAH,3.0,116.0,0.0,CDI,0.1853,0.2258,4
119,15.0,No venc.,BANCO C6 S.A.,CDB POS,721.0,1000.0,a0W3u00000CWP3oEAH,4.0,123.0,0.0,CDI,0.1853,0.2258,2
120,15.0,No venc.,BANCO C6 S.A.,CDB POS,1081.0,1000.0,a0W3u00000CWP3yEAH,4.0,126.0,0.0,CDI,0.1853,0.2258,2
121,15.0,No venc.,BANCO C6 S.A.,CDB POS,1440.0,1000.0,a0W3u00000CWP43EAH,4.0,128.0,0.0,CDI,0.1853,0.2258,3
122,15.0,No venc.,BANCO C6 S.A.,CDB POS,1802.0,1000.0,a0W3u00000CWP48EAH,4.0,129.0,0.0,CDI,0.1853,0.2258,3
123,15.0,No venc.,BANCO ABC BRASIL,LCA PRE,1460.0,10000.0,a0W3u00000CWPBTEA5,3.0,0.0,5.9,Pré fixado,0.1741,0.0053,0
124,15.0,No venc.,BANCO BMG S.A.,CDB PRE 1,1440.0,1000.0,a0W3u00000CWPBnEAP,4.0,0.0,7.36,Pré fixado,0.138,0.1906,3
125,15.0,No venc.,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,a0W3u00000CWPCbEAP,2.0,125.0,0.0,CDI,0.1333,0.051,4
126,15.0,No venc.,BANCO AGIBANK S.A.,CDB POS,1081.0,1000.0,a0W3u00000CWPCgEAP,3.0,128.0,0.0,CDI,0.1333,0.051,0
127,15.0,No venc.,BANCO AGIBANK S.A.,CDB POS,1440.0,1000.0,a0W3u00000CWPClEAP,3.0,129.0,0.0,CDI,0.1333,0.051,0
128,20.0,No venc.,BANCO PINE S.A.,LCA POS 1,300.0,1000.0,a0W3u00000CWPHgEAP,2.0,104.0,0.0,CDI,0.1232,0.2278,4
129,20.0,No venc.,OMNI BANCO S.A,CDB POS,181.0,10000.0,a0W3u00000CWPMHEA5,2.0,109.0,0.0,CDI,0.1186,0.0296,1
130,17.5,No venc.,OMNI BANCO S.A,CDB POS,361.0,10000.0,a0W3u00000CWPMMEA5,2.0,121.0,0.0,CDI,0.1186,0.0296,1
131,15.0,No venc.,OMNI BANCO S.A,CDB POS,721.0,10000.0,a0W3u00000CWPMREA5,2.0,124.0,0.0,CDI,0.1186,0.0296,1
132,15.0,No venc.,OMNI BANCO S.A,CDB POS,1081.0,10000.0,a0W3u00000CWPMWEA5,2.0,126.0,0.0,CDI,0.1186,0.0296,1
133,15.0,No venc.,OMNI BANCO S.A,CDB POS,1440.0,10000.0,a0W3u00000CWPMbEAP,3.0,128.0,0.0,CDI,0.1186,0.0296,0
134,15.0,No venc.,OMNI BANCO S.A,CDB POS,1802.0,10000.0,a0W3u00000CWPMgEAP,3.0,128.0,0.0,CDI,0.1186,0.0296,0
135,17.5,No venc.,BANCO RODOBENS S.A.,CDB POS,361.0,10000.0,a0W3u00000CWPcUEAX,1.0,117.0,0.0,CDI,0.1587,0.3428,1
136,15.0,No venc.,BANCO RODOBENS S.A.,CDB POS,721.0,10000.0,a0W3u00000CWPcZEAX,2.0,119.0,0.0,CDI,0.1587,0.3428,1
137,15.0,No venc.,BANCO RODOBENS S.A.,CDB POS,1081.0,10000.0,a0W3u00000CWPceEAH,2.0,120.0,0.0,CDI,0.1587,0.3428,1
138,15.0,No venc.,BANCO RODOBENS S.A.,CDB POS,1440.0,10000.0,a0W3u00000CWPcjEAH,3.0,121.0,0.0,CDI,0.1587,0.3428,0
139,15.0,No venc.,BANCO RODOBENS S.A.,CDB POS,1802.0,10000.0,a0W3u00000CWPcoEAH,3.0,122.0,0.0,CDI,0.1587,0.3428,0
140,17.5,No venc.,BANCO RENNER S.A,CDB POS 1,361.0,10000.0,a0W3u00000CWPt1EAH,3.0,112.0,0.0,CDI,0.1226,0.0651,1
141,15.0,No venc.,BANCO RENNER S.A,CDB POS 1,721.0,10000.0,a0W3u00000CWPt6EAH,4.0,121.0,0.0,CDI,0.1226,0.0651,0
142,15.0,No venc.,BANCO RENNER S.A,CDB POS 1,1081.0,10000.0,a0W3u00000CWPtBEAX,4.0,124.0,0.0,CDI,0.1226,0.0651,0
143,15.0,No venc.,BANCO RENNER S.A,CDB POS 1,1440.0,10000.0,a0W3u00000CWPtGEAX,4.0,125.0,0.0,CDI,0.1226,0.0651,0
144,15.0,No venc.,BANCO RENNER S.A,CDB POS 1,1802.0,10000.0,a0W3u00000CWPtLEAX,5.0,125.0,0.0,CDI,0.1226,0.0651,3
145,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1440.0,1000.0,a0W3u00000CWPtuEAH,4.0,100.0,1.22,,0.138,0.1906,3
146,22.5,No venc.,BANCO ABC BRASIL,LCA POS,90.0,10000.0,a0W3u00000CWPuYEAX,1.0,97.0,0.0,CDI,0.1741,0.0053,1
147,22.5,No venc.,BANCO ABC BRASIL,LCA POS,122.0,10000.0,a0W3u00000CWPudEAH,1.0,98.0,0.0,CDI,0.1741,0.0053,1
148,22.5,No venc.,BANCO ABC BRASIL,LCA POS,180.0,10000.0,a0W3u00000CWPuiEAH,1.0,100.0,0.0,CDI,0.1741,0.0053,1
149,20.0,No venc.,BANCO ABC BRASIL,LCA POS,360.0,10000.0,a0W3u00000CWPunEAH,1.0,100.0,0.0,CDI,0.1741,0.0053,1
150,17.5,No venc.,BANCO ABC BRASIL,LCA POS,542.0,10000.0,a0W3u00000CWPusEAH,2.0,100.0,0.0,CDI,0.1741,0.0053,1
151,17.5,No venc.,BANCO ABC BRASIL,LCA POS,720.0,10000.0,a0W3u00000CWPuxEAH,2.0,101.0,0.0,CDI,0.1741,0.0053,1
152,15.0,No venc.,BANCO ABC BRASIL,LCA POS,1081.0,10000.0,a0W3u00000CWPv2EAH,2.0,102.0,0.0,CDI,0.1741,0.0053,1
153,15.0,No venc.,BANCO ABC BRASIL,LCA POS,1460.0,10000.0,a0W3u00000CWPvCEAX,2.0,102.5,0.0,CDI,0.1741,0.0053,0
154,15.0,No venc.,BANCO PINE S.A.,CDB PRE,1440.0,5000.0,a0W3u00000CWQCIEA5,4.0,0.0,7.37,Pré fixado,0.1232,0.2278,3
155,15.0,No venc.,BANCO PINE S.A.,CDB POS,1827.0,5000.0,a0W3u00000CWQCXEA5,5.0,100.0,3.85,IPCA,0.1232,0.2278,3
156,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1802.0,1000.0,a0W3u00000CWQJGEA5,4.0,100.0,1.33,,0.138,0.1906,3
157,15.0,No venc.,BANCO BTG PACTUAL S.A.,LCI POS,1081.0,1000.0,a0W3u00000CWQJaEAP,2.0,98.0,0.0,CDI,0.1457,0.4956,4
158,15.0,No venc.,BANCO INDUSVAL S.A.,CDB POS,1081.0,5000.0,a0W3u00000CWQa5EAH,4.0,123.0,0.0,CDI,0.0197,1.0,0
159,15.0,No venc.,BANCO INDUSVAL S.A.,CDB POS,1440.0,5000.0,a0W3u00000CWQaAEAX,5.0,124.0,0.0,CDI,0.0197,1.0,3
160,15.0,No venc.,BANCO MÁXIMA S.A.,CDB PRE 1,2160.0,1000.0,a0W3u00000CWQcVEAX,5.0,0.0,10.0,Pré fixado,0.0322,0.2625,3
161,15.0,No venc.,BANCO BMG S.A.,CDB PRE 1,1802.0,1000.0,a0W3u00000CWQeyEAH,4.0,0.0,7.64,Pré fixado,0.138,0.1906,3
162,15.0,No venc.,BDMG S.A.,LCA POS,731.0,10000.0,a0W3u00000CWQiREAX,3.0,97.0,0.0,CDI,0.0,0.0,1
163,15.0,No venc.,BDMG S.A.,LCA POS,1095.0,10000.0,a0W3u00000CWQiWEAX,3.0,99.0,0.0,CDI,0.0,0.0,0
164,17.5,No venc.,PORTOCRED FINANCEIRA SA,LC POS,361.0,1000.0,a0W3u00000CWR56EAH,5.0,131.0,0.0,CDI,0.2605,0.0868,2
165,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC POS,721.0,1000.0,a0W3u00000CWR5BEAX,5.0,132.0,0.0,CDI,0.2605,0.0868,2
166,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC POS,1081.0,1000.0,a0W3u00000CWR5GEAX,5.0,133.0,0.0,CDI,0.2605,0.0868,2
167,20.0,No venc.,BANCO ALFA S/A,LCA POS,301.0,10000.0,a0W3u00000CWRdXEAX,3.0,100.0,0.0,CDI,0.2085,0.14400000000000002,1
168,15.0,No venc.,OMNI BANCO S.A,CDB PRE,1081.0,10000.0,a0W3u00000CWRdhEAH,3.0,0.0,7.06,Pré fixado,0.1186,0.0296,0
169,22.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,LCA POS,179.0,10000.0,a0W3u00000CWRg2EAH,2.0,96.0,0.0,CDI,0.2851,0.0067,1
170,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC PRE,721.0,1000.0,a0W3u00000CWRgCEAX,5.0,0.0,6.43,Pré fixado,0.2605,0.0868,2
171,15.0,No venc.,PORTOCRED FINANCEIRA SA,LC PRE,1081.0,1000.0,a0W3u00000CWRgHEAX,5.0,0.0,7.05,Pré fixado,0.2605,0.0868,2
172,15.0,No venc.,BANCO DAYCOVAL,CDB PRE,2160.0,20000.0,a0W3u00000CWRgREAX,0.0,0.0,6.59,Pré fixado,0.1577,0.2419,1
173,17.5,No venc.,AVISTA S.A.,LC POS,361.0,5000.0,a0W3u00000CWRhZEAX,5.0,116.0,0.0,CDI,0.0,0.0,2
174,15.0,No venc.,AVISTA S.A.,LC POS,721.0,5000.0,a0W3u00000CWRheEAH,5.0,120.0,0.0,CDI,0.0,0.0,2
175,15.0,No venc.,AVISTA S.A.,LC POS,1081.0,5000.0,a0W3u00000CWRhjEAH,5.0,121.0,0.0,CDI,0.0,0.0,2
176,15.0,No venc.,AVISTA S.A.,LC POS,1440.0,5000.0,a0W3u00000CWRhoEAH,5.0,122.0,0.0,CDI,0.0,0.0,3
177,15.0,No venc.,AVISTA S.A.,LC POS,1802.0,5000.0,a0W3u00000CWRhtEAH,5.0,124.0,0.0,CDI,0.0,0.0,3
178,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1104.0,1000.0,a0W3u00000CWS2dEAH,3.0,100.0,3.18,IPCA,0.138,0.1906,0
179,15.0,No venc.,BANCO BMG S.A.,CDB POS 1,1469.0,1000.0,a0W3u00000CWS2iEAH,4.0,100.0,3.72,IPCA,0.138,0.1906,3
180,17.5,No venc.,OMNI BANCO S.A,CDB PRE,361.0,10000.0,a0W3u00000CWS2nEAH,2.0,0.0,5.46,Pré fixado,0.1186,0.0296,1
181,15.0,No venc.,OMNI BANCO S.A,CDB PRE,721.0,10000.0,a0W3u00000CWS2sEAH,3.0,0.0,6.44,Pré fixado,0.1186,0.0296,1
182,15.0,No venc.,OMNI BANCO S.A,CDB PRE,1081.0,10000.0,a0W3u00000CWS2xEAH,3.0,0.0,7.21,Pré fixado,0.1186,0.0296,0
183,15.0,No venc.,OMNI BANCO S.A,CDB PRE,1440.0,10000.0,a0W3u00000CWS32EAH,4.0,0.0,7.73,Pré fixado,0.1186,0.0296,0
184,15.0,No venc.,BANCO RENNER S.A,CDB PRE 1,1081.0,5000.0,a0W3u00000CWS37EAH,4.0,0.0,6.89,Pré fixado,0.1226,0.0651,0
185,15.0,No venc.,OMNI BANCO S.A,CDB PRE,1802.0,10000.0,a0W3u00000CWS3CEAX,4.0,0.0,8.03,Pré fixado,0.1186,0.0296,3
186,15.0,No venc.,BANCO RENNER S.A,CDB PRE 1,1440.0,5000.0,a0W3u00000CWS3HEAX,0.0,0.0,7.4,Pré fixado,0.1226,0.0651,4
187,15.0,No venc.,BANCO RENNER S.A,CDB PRE 1,1802.0,5000.0,a0W3u00000CWS3MEAX,0.0,0.0,7.68,Pré fixado,0.1226,0.0651,4
188,20.0,No venc.,BANCO PINE S.A.,CDB POS,181.0,5000.0,a0W6A000001se1GUAQ,2.0,106.0,0.0,CDI,0.1232,0.2278,4
189,17.5,No venc.,BANCO PINE S.A.,CDB POS,361.0,5000.0,a0W6A000001se1LUAQ,2.0,111.0,0.0,CDI,0.1232,0.2278,4
190,20.0,No venc.,BANCO FATOR S.A.,CDB POS,181.0,10000.0,a0W6A000005fLfmUAE,2.0,102.0,0.0,CDI,0.1887,0.1737,1
191,17.5,No venc.,BANCO FATOR S.A.,CDB POS,362.0,10000.0,a0W6A000005fLfrUAE,2.0,105.0,0.0,CDI,0.1887,0.1737,1
192,15.0,No venc.,BANCO FATOR S.A.,CDB POS,721.0,10000.0,a0W6A000005fLfwUAE,3.0,110.0,0.0,CDI,0.1887,0.1737,1
193,15.0,No venc.,BANCO FATOR S.A.,CDB POS,1081.0,10000.0,a0W6A000008XoHoUAK,3.0,112.0,0.0,CDI,0.1887,0.1737,0
194,15.0,Qualquer dia,BANCO CAIXA GERAL BRASIL S/A,CDB POS,721.0,10000.0,a0W6A0000097rueUAA,1.0,95.0,0.0,CDI,0.2851,0.0067,1
195,20.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,181.0,10000.0,a0W6A0000097rz1UAA,1.0,104.0,0.0,CDI,0.2851,0.0067,1
196,17.5,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,361.0,10000.0,a0W6A0000097rzVUAQ,1.0,107.5,0.0,CDI,0.2851,0.0067,1
197,15.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,721.0,10000.0,a0W6A0000097rzaUAA,2.0,110.5,0.0,CDI,0.2851,0.0067,1
198,15.0,No venc.,BANCO CAIXA GERAL BRASIL S/A,CDB POS,1081.0,10000.0,a0W6A0000097rzfUAA,2.0,110.5,0.0,CDI,0.2851,0.0067,1
199,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,361.0,1000.0,a0W6A000009jrmAUAQ,1.0,95.0,0.0,CDI,0.1624,0.0989,4
200,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,721.0,1000.0,a0W6A000009jrq3UAA,1.0,96.0,0.0,CDI,0.1624,0.0989,4
201,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,CDB POS,1081.0,1000.0,a0W6A000009jrqIUAQ,2.0,97.0,0.0,CDI,0.1624,0.0989,4
202,17.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,361.0,5000.0,a0W6A000009jrqNUAQ,1.0,89.0,0.0,CDI,0.1624,0.0989,4
203,15.0,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCI POS,721.0,5000.0,a0W6A000009jrqXUAQ,1.0,92.0,0.0,CDI,0.1624,0.0989,4
204,15.0,No venc.,BANCO MODAL S.A,CDB POS,1096.0,10000.0,a0W6A000009taKMUAY,2.0,116.25,0.0,CDI,0.1172,0.1422,1
205,20.0,No venc.,BANCO MODAL S.A,CDB POS,181.0,10000.0,a0W6A000009taKRUAY,2.0,106.0,0.0,CDI,0.1172,0.1422,1
206,15.0,No venc.,BANCO MODAL S.A,CDB POS,731.0,10000.0,a0W6A000009taKWUAY,2.0,116.0,0.0,CDI,0.1172,0.1422,1
207,17.5,No venc.,BANCO MODAL S.A,CDB POS,367.0,10000.0,a0W6A000009taKbUAI,2.0,111.0,0.0,CDI,0.1172,0.1422,1
208,22.5,No venc.,BANCO SANTANDER (BRASIL) S.A.,LCA POS,115.0,5000.0,a0W6A000009ujGCUAY,1.0,86.0,0.0,CDI,0.1624,0.0989,4
209,15.0,Qualquer dia,BANCO AGIBANK S.A.,CDB POS,721.0,1000.0,a0W6A00000AF3fzUAD,2.0,97.0,0.0,CDI,0.1333,0.051,4
210,22.5,No venc.,BANCO AGIBANK S.A.,CDB POS,146.0,1000.0,a0W6A00000AF4SoUAL,2.0,104.0,0.0,CDI,0.1333,0.051,4
211,20.0,No venc.,CARUANA S.A.,LC POS,181.0,1000.0,a0W6A00000AK0CnUAL,2.0,108.0,0.0,CDI,0.1315,0.0126,4
212,17.5,No venc.,CARUANA S.A.,LC POS,367.0,1000.0,a0W6A00000AK0CsUAL,2.0,114.0,0.0,CDI,0.1315,0.0126,4
213,17.5,No venc.,CARUANA S.A.,LC POS,549.0,1000.0,a0W6A00000AK0CxUAL,2.0,115.0,0.0,CDI,0.1315,0.0126,4
214,15.0,No venc.,CARUANA S.A.,LC POS,731.0,1000.0,a0W6A00000AK0D2UAL,2.0,116.0,0.0,CDI,0.1315,0.0126,4
215,15.0,No venc.,CARUANA S.A.,LC POS,913.0,1000.0,a0W6A00000AK0D7UAL,2.0,116.5,0.0,CDI,0.1315,0.0126,4
216,15.0,No venc.,CARUANA S.A.,LC POS,1095.0,1000.0,a0W6A00000AK0DCUA1,2.0,117.0,0.0,CDI,0.1315,0.0126,4
217,15.0,No venc.,CARUANA S.A.,LC POS,1460.0,1000.0,a0W6A00000AK0K4UAL,2.0,118.5,0.0,CDI,0.1315,0.0126,0
218,15.0,No venc.,CARUANA S.A.,LC POS,1825.0,1000.0,a0W6A00000AK0KEUA1,3.0,119.5,0.0,CDI,0.1315,0.0126,0
219,20.0,No venc.,PARANA BANCO S.A.,CDB POS,181.0,1000.0,a0W6A00000Aa9rKUAR,1.0,103.0,0.0,CDI,0.24,0.1179,4
220,17.5,No venc.,PARANA BANCO S.A.,CDB POS,361.0,1000.0,a0W6A00000Aa9rUUAR,1.0,104.5,0.0,CDI,0.24,0.1179,4
221,15.0,No venc.,PARANA BANCO S.A.,CDB POS,721.0,1000.0,a0W6A00000Aa9rZUAR,2.0,106.0,0.0,CDI,0.24,0.1179,4
222,15.0,No venc.,PARANA BANCO S.A.,CDB POS,1081.0,1000.0,a0W6A00000Aa9reUAB,2.0,107.0,0.0,CDI,0.24,0.1179,4
223,15.0,No venc.,PARANA BANCO S.A.,CDB POS,1440.0,1000.0,a0W6A00000Aa9rjUAB,3.0,109.0,0.0,CDI,0.24,0.1179,0
224,15.0,No venc.,PARANA BANCO S.A.,CDB POS,1802.0,1000.0,a0W6A00000Aa9roUAB,3.0,110.0,0.0,CDI,0.24,0.1179,0
225,15.0,No venc.,CARUANA S.A.,LC PRE,1095.0,1000.0,a0W6A00000AwdNUUAZ,3.0,0.0,6.8,Pré fixado,0.1315,0.0126,0
